Time,C7,T10,CLAV,LFIN,LPSI,RBHD,RFIN,LFHD,RFHD,STRN,LBHD,LSHO,RSHO,LELB,RELB,LWRB,RWRB,LWRA,RWRA,LASI,RASI,LKNE,RKNE,LANK,RANK,LHEE,RHEE,LTOE,RTOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1121.725217,902.3923427,906.5917134,900.8312225,831.7150176,838.2130414,833.5335553,68.45142227,-255.8049746,832.3080093,734.5429808,-21.44325525,-920.2881157,-791.7195559,-1871.811301,-101.0109112,-1194.79917,-31.45360155,-1003.978476,389.7461668,-391.3219646,-154.4683147,-39.72798586,-104.3741778,-69.87641566,6.953891716,-63.90500814,1186.039597,1157.826036,289.7461668,-6742.302179,-7095.187902,-7099.355459,-7106.360793,-7061.672211,-7073.475718,-7086.219788,-6997.904778,-6872.420907,-6499.191523,-6463.706493,-5145.035982,-5529.535413,-3079.037964,-3747.677803,-1202.753708,-1655.248255,-1033.855975,-1470.284313,-15.26489039,8.184625185,4102.687538,3774.931431,7462.636232,7653.728127,7916.179895,8134.166598,8530.46298,8692.151308,-15.26489039,-371.953845,-237.5107817,-229.3294482,-226.7949283,-529.6737328,-534.4705284,-532.9280719,570.1472238,-899.0687132,-52.18793638,-447.5893453,1615.216732,-1664.300114,2143.991143,-3074.108064,1698.527038,-4559.242725,1544.507444,-4507.308006,1105.60663,-1087.33885,1709.51888,-1367.500275,2661.060393,-1638.793945,2655.648589,-1725.720465,2116.564959,-2736.594975,1105.60663
11.5,1176.62102,952.4516016,956.286341,951.5219182,896.2638676,901.9973129,897.2329646,109.7561792,-188.8361946,890.7898515,796.6145128,-18.0275098,-855.1622927,-1195.471138,-1867.357939,-741.1532849,-1297.246814,-676.9688427,-1117.958277,388.5192797,-390.6287625,-145.9418144,-28.42809074,-79.3216005,-47.83715587,37.79435996,-42.64720716,1251.582056,1190.509126,288.5192797,-6722.990274,-7081.933022,-7085.527778,-7092.836499,-7035.906911,-7047.888637,-7060.12845,-6988.117695,-6806.268096,-6485.095024,-6434.150934,-5131.232142,-5365.597606,-3034.261167,-3397.131562,-981.3483059,-1059.41616,-786.3917202,-859.4733477,-12.3610883,5.391479935,4092.205465,3783.913255,7371.426225,7581.438422,7811.576724,8048.458099,8306.753039,8529.586792,-12.3610883,-390.6437755,-262.4411881,-254.3450147,-252.1076985,-556.7730963,-561.7714673,-559.8599464,519.2013085,-952.3515403,-79.34917696,-477.1798477,1596.86625,-1693.72797,2037.169188,-2646.69627,1451.060474,-3469.848633,1298.903376,-3410.898149,1127.980947,-1109.397858,1752.312183,-1136.104763,2799.906135,-1125.524864,2797.065377,-1179.744229,2293.609977,-2094.761431,1127.980947
12,1239.569485,1049.79001,1052.973866,1049.117297,992.4051911,998.0339557,993.1864589,196.3202097,-113.9679179,938.0344301,839.6088332,-19.78607615,-846.0353315,-1179.021746,-1837.912202,-811.1730218,-1305.324584,-748.5879958,-1134.934053,387.949422,-390.214175,-151.5279617,-28.49970711,-89.68174458,-30.33417277,26.15693957,-25.62396461,1249.968484,1220.519692,287.949422,-6513.523459,-6902.795434,-6904.822588,-6912.779212,-6838.68587,-6850.385666,-6862.091422,-6930.363178,-6695.410013,-6332.370043,-6261.401176,-5127.037168,-5201.681852,-2949.002087,-3094.666302,-853.9542556,-726.6258448,-662.1351093,-534.4289541,-11.55061182,4.653083161,4060.735703,3794.003427,7308.123708,7556.744218,7744.628787,8024.625182,8223.598599,8482.886553,-11.55061182,-413.0490869,-286.0658802,-278.1157941,-275.9686299,-581.4041197,-586.6292119,-584.4065174,489.0055954,-985.8671576,-103.7529577,-502.9571056,1597.722024,-1775.335073,1963.385791,-2329.201996,1250.431538,-2464.156747,1102.849394,-2400.873452,1142.372116,-1124.229282,1851.270348,-1068.014577,2926.63902,-1028.525308,2924.275398,-1094.063893,2503.103912,-1986.8505,1142.372116
12.5,1328.340471,1163.555384,1166.561246,1162.962019,1104.109064,1109.878719,1105.367914,291.8613143,-9.084336343,1007.176042,911.9582176,36.49468068,-815.4133707,-1075.153872,-1570.795178,-698.5687464,-1168.453321,-630.3971261,-1005.536467,396.4443877,-399.3066028,-102.4668477,-27.00040117,-86.60294116,-7.373071858,28.54131861,1.889255655,1252.691299,1265.077144,296.4443877,-6358.059049,-6768.885851,-6770.567298,-6778.728962,-6703.119874,-6714.792252,-6726.494431,-6880.326271,-6642.993093,-6203.607917,-6134.655476,-5115.399957,-5097.928047,-2786.331773,-2812.17128,-611.8063256,-342.1125561,-415.9236699,-136.4645921,-13.78109679,7.062446093,4024.419188,3801.755309,7255.986929,7556.108236,7690.258622,8023.962379,8171.173334,8462.919593,-13.78109679,-672.3088771,-555.1692843,-547.4672839,-545.7621068,-852.3477614,-858.5777134,-855.1928401,200.1722343,-1287.803799,-371.7402741,-776.9484818,1381.024569,-2039.733082,1724.34032,-2457.385957,930.3888679,-2654.649019,779.9950987,-2595.404983,1145.69813,-1127.823517,2021.887302,-1062.969044,3214.832246,-1044.396833,3226.929307,-1113.282889,2831.356525,-2021.873593,1145.69813
13,1386.602223,1237.514392,1240.083724,1236.943081,1187.497005,1193.097904,1188.834161,328.4880891,71.44603413,1034.883708,952.6713192,36.854723,-781.0810953,-866.3653582,-1262.483597,-460.8813301,-922.3105758,-387.7940401,-769.3978399,391.1894187,-394.7167844,-49.3217865,-35.83551617,-95.02393194,-31.32804995,13.48821679,-23.67798472,1222.128123,1255.936027,291.1894187,-6161.910892,-6590.530872,-6591.58349,-6599.94185,-6531.80182,-6543.456316,-6555.019021,-6769.590378,-6561.982036,-6026.480198,-5968.148708,-5069.102645,-5005.982518,-2652.811706,-2607.328594,-384.305343,-56.6007942,-174.9198698,166.0202444,-21.53846202,15.06937901,3968.568444,3812.040985,7187.899947,7551.152706,7617.10763,8016.098738,8068.695664,8401.430249,-21.53846202,-1105.578616,-1007.770821,-1000.329107,-998.7808019,-1313.647926,-1320.664138,-1316.727698,-269.4226429,-1792.708635,-806.4466715,-1222.662106,963.7506306,-2468.13789,1324.458569,-2810.328305,599.7688696,-2903.91773,448.5359415,-2848.735452,1144.076884,-1126.658171,2199.957073,-900.3633261,3488.962054,-694.051981,3514.377773,-757.8169554,3147.02332,-1686.148494,1144.076884
13.5,1424.806565,1280.518025,1282.96122,1279.892772,1241.229698,1246.864647,1242.668778,345.8237275,131.4323489,1053.272337,983.6961329,33.47275313,-761.1760497,-824.4016767,-1193.4039,-396.7169672,-860.6814593,-322.6967156,-708.9759409,383.7170452,-387.6904771,-26.2124138,-25.25160555,-87.48187684,-29.8771495,20.32304881,-22.14349573,1223.169789,1255.592257,283.7170452,-6093.637347,-6526.920795,-6527.991295,-6536.322236,-6471.270323,-6482.878327,-6494.477391,-6721.431017,-6529.346704,-5963.106751,-5908.578634,-5044.48235,-4975.116551,-2609.769702,-2546.782792,-311.5104884,2.549921919,-96.03754617,225.865785,-25.90144053,19.55135493,3940.047324,3817.515373,7164.213061,7538.379431,7591.617107,7998.886704,8008.167148,8323.82977,-25.90144053,-1162.065938,-1066.656932,-1059.295833,-1057.965308,-1375.466287,-1382.516026,-1378.407925,-344.2630172,-1879.72337,-868.5407788,-1288.431287,868.0599183,-2539.33996,1203.679219,-2916.466296,515.0549114,-2954.336703,366.4653748,-2900.205553,1141.567081,-1124.597415,2265.62947,-771.1595297,3598.951101,-455.2108422,3630.133271,-509.6259713,3262.081146,-1442.228407,1141.567081
14,1455.163807,1318.922788,1321.342289,1318.313479,1279.422194,1285.102665,1280.883551,379.0026903,170.0125821,1074.53227,1008.786261,41.78699572,-748.1537014,-723.2632488,-1117.727086,-232.5115167,-827.6476711,-156.3793048,-680.5523485,381.6532344,-385.8358786,-8.747040993,-4.821550974,-80.16829379,-18.6958909,28.3915177,-10.45625308,1228.25712,1278.517395,281.6532344,-6001.183987,-6440.784335,-6441.667676,-6449.890137,-6387.343407,-6398.825049,-6410.332918,-6655.573249,-6479.882598,-5877.101421,-5826.517344,-4975.832403,-4902.156889,-2456.155121,-2399.800569,-153.0162431,122.0747177,61.1213455,342.9270536,-30.77964066,24.55727663,3923.961818,3817.331791,7141.165733,7524.923682,7567.18874,7982.869744,7967.576981,8275.977373,-30.77964066,-1241.447777,-1144.569889,-1136.985868,-1135.968864,-1451.476067,-1458.691508,-1454.917043,-419.6756706,-1948.053241,-950.9108961,-1369.379014,769.251585,-2590.527833,1066.628173,-3008.766174,428.7052155,-3020.993173,280.3970501,-2981.396019,1132.696718,-1116.349995,2271.440923,-749.7879863,3612.853289,-466.5420577,3644.003868,-526.6443267,3259.147108,-1484.684646,1132.696718
14.5,1462.873518,1327.803284,1330.331564,1327.201575,1286.846846,1292.562336,1288.339943,389.0516236,176.4956862,1078.719422,1013.910249,46.24543246,-757.688731,-650.324598,-1110.380217,-102.0676922,-770.8156109,-27.33121859,-620.7884476,379.1529685,-383.5317492,18.71165121,12.87902473,-60.16893312,-4.574116319,50.64610858,6.173551665,1237.359568,1295.329332,279.1529685,-5957.309008,-6397.784352,-6398.723722,-6407.067776,-6345.806718,-6357.239485,-6368.764043,-6609.691978,-6443.538666,-5831.327438,-5783.008337,-4921.860695,-4851.555824,-2390.736341,-2335.749716,-107.6115482,165.331997,105.7297736,381.5685958,-38.18348749,32.02501917,3910.579085,3815.637827,7119.66157,7515.288591,7542.964816,7971.617579,7914.234996,8210.605383,-38.18348749,-1351.497471,-1258.170605,-1250.680983,-1249.575242,-1565.096378,-1572.55441,-1568.764597,-525.6748199,-2054.312974,-1058.299467,-1476.479918,664.8493558,-2659.988403,988.1652147,-3081.964254,371.1564839,-3127.133846,224.2181078,-3095.385432,1122.912392,-1107.088402,2297.772169,-695.6081092,3694.948554,-384.4996914,3734.807074,-443.8908026,3351.341784,-1425.884515,1122.912392
15,1458.112299,1319.95976,1322.490424,1319.425255,1280.258596,1285.991967,1281.758249,371.2406754,166.8277755,1071.894839,1008.874997,40.40673375,-765.0752366,-636.5613639,-1096.158624,-92.64342487,-728.771314,-18.61125464,-578.8867921,373.7316281,-378.4020245,23.09302567,20.10742202,-58.90068598,-7.581923273,52.35738121,3.307464358,1237.050369,1289.871633,273.7316281,-5971.573591,-6409.782767,-6410.742998,-6419.132352,-6357.18286,-6368.60311,-6380.138397,-6608.623266,-6439.480186,-5840.578675,-5791.0043,-4915.619493,-4839.532673,-2395.953536,-2334.040552,-125.5450398,148.1317822,86.42321452,362.2517735,-45.01734395,38.9152416,3896.461725,3821.89244,7083.095312,7513.256669,7501.501441,7968.603969,7835.862637,8188.145757,-45.01734395,-1368.587315,-1277.513206,-1270.208359,-1269.031912,-1585.376412,-1592.898369,-1588.891298,-547.8675291,-2077.794522,-1075.519249,-1493.803114,651.0032713,-2684.158385,979.0263325,-3110.143244,358.2737595,-3160.153925,213.6267908,-3129.416108,1118.353829,-1102.800816,2366.939485,-628.4834445,3793.01995,-240.4985391,3836.888969,-290.2005799,3474.71863,-1255.811602,1118.353829
15.5,1455.622464,1315.833032,1318.367571,1315.283328,1277.852356,1283.601522,1279.354841,364.311263,168.8219793,1069.2285,1009.374857,9.53118084,-693.2828575,-641.2983686,-1025.356203,-105.852196,-694.655031,-27.21213503,-546.1399257,318.3556348,-323.5630691,-7.672302308,118.8641414,-51.79425236,1.957985078,64.17496596,7.112492458,1251.70365,1289.639324,218.3556348,-5966.841578,-6400.893927,-6401.65627,-6410.092711,-6347.211599,-6358.588338,-6370.069385,-6580.560803,-6405.342221,-5831.195116,-5780.071616,-4890.913665,-4815.21517,-2383.937389,-2338.266075,-102.838967,144.7057165,110.2822833,360.0360826,-45.92966288,39.85710908,3869.821131,3808.484972,7059.822679,7483.08897,7477.398515,7936.090827,7766.448855,8082.672954,-45.92966288,-1362.460256,-1266.365945,-1259.142309,-1258.357316,-1575.4053,-1582.956463,-1578.735113,-542.3582718,-2072.344273,-1072.055772,-1490.71604,666.5305793,-2710.333169,963.3906186,-3156.991303,345.48264,-3227.102458,202.2553235,-3191.435933,1118.736491,-1103.353351,2386.918366,-616.9596687,3834.709525,-246.8144521,3877.616525,-297.4405326,3514.693379,-1252.602041,1118.736491
